0.915 0.293 0.01 0.0 0.025 0.274 0.005 0.002 0.013 0.915 0.292 0.009 0.0 0.039 0.275 0.007 0.003 0.011 0.0 14.0 3.933 1.267 232.067 0.495 
0.915 0.294 0.01 0.0 0.025 0.275 0.005 0.002 0.015 0.915 0.292 0.009 0.0 0.039 0.275 0.007 0.003 0.011 0.0 11.0 1.583 1.083 30.083 0.265 
0.918 0.297 0.008 0.0 0.041 0.261 0.005 0.002 0.016 0.914 0.293 0.009 0.0 0.067 0.272 0.007 0.003 0.01 0.0 7.0 4.875 1.0 190.125 0.286 
0.919 0.298 0.008 0.0 0.049 0.253 0.004 0.002 0.017 0.914 0.293 0.009 0.0 0.076 0.27 0.007 0.003 0.01 0.0 2.0 19.667 0.667 1160.333 0.333 
0.919 0.298 0.006 0.0 0.049 0.253 0.004 0.003 0.018 0.914 0.292 0.008 0.0 0.076 0.27 0.007 0.003 0.01 0.0 2.0 6.333 0.667 120.333 0.333 
0.922 0.302 0.007 0.0 0.077 0.226 0.003 0.003 0.027 0.915 0.29 0.004 0.0 0.113 0.258 0.004 0.003 0.01 0.0 3.0 1.75 0.75 12.25 0.25 
0.924 0.308 0.011 0.0 0.118 0.191 0.004 0.005 0.038 0.914 0.299 0.005 0.0 0.156 0.226 0.006 0.004 0.014 1.0 4.0 0.2 1.2 0.2 1.2 
0.924 0.309 0.01 0.0 0.133 0.177 0.003 0.008 0.039 0.915 0.299 0.005 0.0 0.164 0.217 0.005 0.007 0.014 0.0 3.0 5.25 1.25 110.25 1.583 
0.918 0.315 0.028 0.0 0.174 0.141 0.005 0.022 0.079 0.92 0.299 0.01 0.001 0.238 0.081 0.004 0.015 0.027 1.0 6.0 0.143 1.571 0.143 1.286 
0.907 0.318 0.033 0.0 0.071 0.255 0.01 0.023 0.074 0.904 0.303 0.021 0.001 0.046 0.294 0.015 0.016 0.027 0.0 6.0 3.0 1.571 63.0 1.286 
0.917 0.312 0.029 0.0 0.125 0.209 0.019 0.011 0.044 0.918 0.303 0.033 0.0 0.148 0.203 0.022 0.008 0.03 0.0 5.0 6.833 1.667 280.167 1.467 
0.915 0.318 0.026 0.0 0.143 0.195 0.018 0.013 0.049 0.916 0.306 0.032 0.0 0.161 0.197 0.021 0.008 0.033 0.0 5.0 1.167 1.667 8.167 1.467 
0.914 0.319 0.027 0.0 0.151 0.19 0.018 0.013 0.055 0.916 0.305 0.033 0.0 0.163 0.195 0.022 0.008 0.034 0.0 5.0 1.0 1.333 6.0 1.067 
0.915 0.316 0.021 0.0 0.121 0.212 0.014 0.009 0.049 0.913 0.302 0.027 0.0 0.134 0.235 0.018 0.006 0.028 0.0 5.0 4.333 1.333 112.667 1.067 
0.914 0.318 0.021 0.0 0.124 0.21 0.014 0.009 0.054 0.913 0.301 0.027 0.0 0.134 0.235 0.018 0.006 0.028 0.0 3.0 1.5 0.75 9.0 0.25 
0.914 0.319 0.022 0.0 0.14 0.197 0.014 0.009 0.061 0.914 0.302 0.027 0.0 0.136 0.233 0.018 0.006 0.028 0.0 3.0 6.5 0.75 169.0 0.25 
0.906 0.332 0.016 0.0 0.141 0.198 0.007 0.014 0.094 0.906 0.301 0.013 0.0 0.111 0.272 0.008 0.009 0.03 0.0 3.0 11.5 0.75 529.0 0.25 
0.908 0.326 0.018 0.0 0.117 0.216 0.006 0.012 0.094 0.908 0.296 0.014 0.0 0.061 0.289 0.007 0.008 0.026 0.0 3.0 1.5 0.75 9.0 0.25 
0.907 0.326 0.015 0.0 0.101 0.228 0.004 0.015 0.09 0.908 0.297 0.005 0.0 0.032 0.294 0.003 0.009 0.022 0.0 4.0 0.4 0.8 0.8 0.2 
0.873 0.358 0.036 0.001 0.226 0.133 0.006 0.048 0.193 0.821 0.381 0.037 0.004 0.294 0.204 0.016 0.116 0.196 0.0 7.0 0.0 1.0 0.0 0.0 
0.88 0.351 0.041 0.001 0.222 0.13 0.007 0.053 0.179 0.824 0.38 0.037 0.004 0.291 0.205 0.016 0.12 0.181 0.0 7.0 1.25 1.125 12.5 0.696 
0.884 0.348 0.043 0.001 0.217 0.131 0.008 0.061 0.164 0.832 0.379 0.037 0.003 0.281 0.206 0.016 0.121 0.164 0.0 11.0 0.0 1.273 0.0 0.418 
0.899 0.332 0.06 0.001 0.191 0.142 0.011 0.066 0.134 0.839 0.384 0.049 0.004 0.223 0.261 0.022 0.116 0.125 0.0 13.0 0.0 1.231 0.0 0.359 
0.903 0.325 0.067 0.001 0.188 0.137 0.011 0.068 0.124 0.837 0.386 0.05 0.004 0.227 0.259 0.021 0.115 0.123 0.0 16.0 0.0 1.188 0.0 0.296 
0.912 0.312 0.077 0.001 0.181 0.131 0.015 0.06 0.11 0.84 0.388 0.058 0.005 0.239 0.242 0.026 0.108 0.117 0.0 16.0 0.118 1.176 0.235 0.404 
0.924 0.283 0.1 0.001 0.177 0.107 0.02 0.047 0.098 0.842 0.354 0.091 0.009 0.298 0.225 0.042 0.078 0.104 0.0 13.0 0.214 1.214 0.643 0.489 
0.925 0.286 0.099 0.002 0.163 0.121 0.021 0.046 0.098 0.844 0.353 0.092 0.009 0.281 0.238 0.042 0.072 0.105 0.0 12.0 0.231 1.077 0.692 0.244 
0.928 0.278 0.104 0.002 0.143 0.136 0.021 0.044 0.096 0.845 0.351 0.093 0.01 0.268 0.252 0.041 0.071 0.107 0.0 8.0 0.333 1.0 1.0 0.25 
0.93 0.275 0.106 0.0 0.142 0.132 0.027 0.034 0.091 0.831 0.366 0.099 0.0 0.285 0.257 0.045 0.059 0.112 0.0 6.0 0.429 1.0 1.286 0.333 
