0.036 0.035 0.233 0.0 0.084 0.035 0.058 0.076 0.15 0.148 0.209 0.0 0.173 0.148 0.208 0.195 2.0 1.0 59.5 1.0 6612.5 0.0 
0.019 0.017 0.274 0.0 0.067 0.018 0.038 0.075 0.093 0.092 0.246 0.0 0.146 0.092 0.184 0.195 1.0 0.0 120.0 0.0 0.0 0.0 
0.019 0.018 0.272 0.0 0.063 0.018 0.042 0.072 0.093 0.092 0.25 0.0 0.146 0.092 0.189 0.188 1.0 0.0 120.0 0.0 0.0 0.0 
0.019 0.017 0.281 0.0 0.073 0.017 0.042 0.088 0.093 0.092 0.244 0.0 0.161 0.092 0.189 0.234 1.0 0.0 120.0 0.0 0.0 0.0 
0.111 0.116 0.227 0.0 0.024 0.245 0.031 0.077 0.096 0.109 0.206 0.0 0.1 0.171 0.143 0.209 1.0 0.0 120.0 0.0 0.0 0.0 
0.111 0.115 0.229 0.0 0.025 0.244 0.039 0.077 0.097 0.108 0.218 0.0 0.1 0.168 0.15 0.209 1.0 0.0 120.0 0.0 0.0 0.0 
0.11 0.115 0.229 0.008 0.024 0.244 0.036 0.073 0.097 0.107 0.221 0.091 0.1 0.168 0.148 0.195 1.0 0.0 120.0 0.0 0.0 0.0 
0.11 0.114 0.228 0.008 0.026 0.239 0.036 0.067 0.096 0.106 0.222 0.091 0.1 0.162 0.148 0.179 1.0 0.0 120.0 0.0 0.0 0.0 
0.111 0.116 0.229 0.008 0.027 0.134 0.036 0.062 0.103 0.116 0.221 0.091 0.1 0.108 0.148 0.175 1.0 0.0 120.0 0.0 0.0 0.0 
0.075 0.082 0.058 0.008 0.035 0.076 0.067 0.112 0.126 0.132 0.113 0.091 0.108 0.135 0.205 0.313 1.0 0.0 120.0 0.0 0.0 0.0 
0.044 0.042 0.058 0.008 0.079 0.041 0.064 0.073 0.106 0.103 0.113 0.091 0.162 0.105 0.194 0.187 1.0 0.0 120.0 0.0 0.0 0.0 
0.044 0.042 0.058 0.008 0.076 0.041 0.058 0.062 0.106 0.103 0.113 0.091 0.164 0.105 0.19 0.178 1.0 0.0 120.0 0.0 0.0 0.0 
0.044 0.042 0.058 0.0 0.078 0.041 0.058 0.065 0.106 0.103 0.113 0.0 0.163 0.105 0.186 0.19 1.0 0.0 120.0 0.0 0.0 0.0 
0.045 0.042 0.058 0.0 0.074 0.042 0.058 0.067 0.106 0.103 0.112 0.0 0.159 0.105 0.186 0.201 1.0 0.0 120.0 0.0 0.0 0.0 
0.044 0.042 0.058 0.008 0.075 0.041 0.056 0.075 0.106 0.102 0.112 0.091 0.161 0.105 0.184 0.208 1.0 0.0 120.0 0.0 0.0 0.0 
0.029 0.026 0.243 0.008 0.085 0.025 0.042 0.075 0.089 0.088 0.224 0.091 0.182 0.088 0.178 0.218 1.0 0.0 120.0 0.0 0.0 0.0 
0.203 0.179 0.242 0.008 0.045 0.162 0.046 0.05 0.136 0.137 0.226 0.091 0.124 0.133 0.183 0.195 1.0 0.0 120.0 0.0 0.0 0.0 
0.137 0.128 0.223 0.008 0.026 0.157 0.042 0.054 0.115 0.119 0.213 0.091 0.103 0.134 0.181 0.199 1.0 0.0 120.0 0.0 0.0 0.0 
0.14 0.131 0.223 0.008 0.025 0.162 0.042 0.035 0.119 0.121 0.222 0.091 0.103 0.137 0.189 0.146 1.0 0.0 120.0 0.0 0.0 0.0 
0.032 0.032 0.061 0.008 0.031 0.032 0.058 0.039 0.14 0.143 0.107 0.091 0.107 0.143 0.216 0.15 1.0 0.0 120.0 0.0 0.0 0.0 
0.034 0.034 0.064 0.0 0.042 0.033 0.025 0.039 0.14 0.143 0.127 0.0 0.129 0.143 0.105 0.149 1.0 0.0 120.0 0.0 0.0 0.0 
0.035 0.034 0.068 0.0 0.045 0.034 0.028 0.042 0.14 0.143 0.13 0.0 0.131 0.143 0.109 0.145 1.0 0.0 120.0 0.0 0.0 0.0 
0.034 0.034 0.068 0.0 0.043 0.034 0.027 0.051 0.14 0.143 0.13 0.0 0.127 0.143 0.108 0.146 1.0 0.0 120.0 0.0 0.0 0.0 
0.034 0.034 0.066 0.0 0.048 0.033 0.027 0.049 0.14 0.143 0.13 0.0 0.123 0.143 0.108 0.143 1.0 0.0 120.0 0.0 0.0 0.0 
0.033 0.033 0.068 0.0 0.048 0.033 0.027 0.081 0.14 0.143 0.13 0.0 0.123 0.143 0.108 0.212 1.0 0.0 120.0 0.0 0.0 0.0 
0.072 0.079 0.059 0.0 0.046 0.075 0.025 0.077 0.132 0.146 0.112 0.0 0.125 0.144 0.113 0.201 1.0 0.0 101.0 0.0 0.0 0.0 
0.088 0.087 0.155 0.0 0.079 0.087 0.062 0.083 0.152 0.157 0.179 0.0 0.187 0.164 0.241 0.215 1.0 0.0 81.0 0.0 0.0 0.0 
0.124 0.111 0.224 0.0 0.101 0.104 0.033 0.086 0.134 0.145 0.213 0.0 0.229 0.144 0.178 0.226 1.0 0.0 61.0 0.0 0.0 0.0 
0.226 0.192 0.232 0.0 0.103 0.161 0.024 0.061 0.17 0.191 0.218 0.0 0.218 0.178 0.154 0.226 1.0 0.0 41.0 0.0 0.0 0.0 
