0.253 0.256 0.143 0.0 0.123 0.172 0.098 0.096 0.296 0.296 0.184 0.0 0.247 0.255 0.194 0.193 3.0 3.0 39.0 1.0 2604.0 0.0 
0.246 0.25 0.142 0.0 0.123 0.165 0.095 0.085 0.296 0.296 0.159 0.0 0.245 0.255 0.2 0.164 2.0 1.0 59.5 1.0 6612.5 0.0 
0.201 0.21 0.146 0.0 0.082 0.143 0.087 0.082 0.271 0.277 0.156 0.0 0.195 0.246 0.198 0.163 1.0 0.0 120.0 0.0 0.0 0.0 
0.154 0.161 0.136 0.0 0.065 0.112 0.081 0.079 0.245 0.25 0.15 0.0 0.169 0.221 0.194 0.163 1.0 0.0 120.0 0.0 0.0 0.0 
0.113 0.118 0.118 0.0 0.076 0.058 0.073 0.072 0.203 0.206 0.132 0.0 0.175 0.152 0.184 0.156 2.0 1.0 59.5 1.0 5100.5 0.0 
0.089 0.095 0.256 0.0 0.06 0.046 0.046 0.066 0.19 0.196 0.226 0.0 0.152 0.151 0.149 0.141 2.0 1.0 59.5 1.0 1860.5 0.0 
0.139 0.144 0.262 0.0 0.055 0.101 0.041 0.055 0.259 0.261 0.235 0.0 0.15 0.243 0.147 0.129 2.0 1.0 59.5 1.0 220.5 0.0 
0.131 0.135 0.251 0.0 0.048 0.098 0.038 0.081 0.256 0.257 0.23 0.0 0.146 0.24 0.139 0.16 2.0 1.0 59.5 1.0 180.5 0.0 
0.132 0.136 0.12 0.0 0.051 0.096 0.048 0.084 0.256 0.256 0.133 0.0 0.146 0.24 0.152 0.164 2.0 1.0 59.5 1.0 1740.5 0.0 
0.112 0.115 0.113 0.0 0.053 0.095 0.033 0.083 0.24 0.239 0.126 0.0 0.13 0.24 0.129 0.161 2.0 1.0 59.5 1.0 4900.5 0.0 
0.116 0.119 0.125 0.0 0.041 0.097 0.028 0.072 0.246 0.247 0.144 0.0 0.136 0.24 0.116 0.156 1.0 0.0 120.0 0.0 0.0 0.0 
0.137 0.142 0.13 0.0 0.053 0.105 0.051 0.074 0.26 0.261 0.163 0.0 0.168 0.242 0.147 0.177 1.0 0.0 120.0 0.0 0.0 0.0 
0.181 0.183 0.157 0.0 0.107 0.089 0.082 0.059 0.287 0.286 0.181 0.0 0.237 0.219 0.182 0.136 1.0 0.0 120.0 0.0 0.0 0.0 
0.204 0.206 0.155 0.0 0.128 0.094 0.098 0.06 0.29 0.288 0.183 0.0 0.243 0.223 0.188 0.135 1.0 0.0 120.0 0.0 0.0 0.0 
0.255 0.258 0.162 0.0 0.16 0.118 0.105 0.017 0.307 0.305 0.189 0.0 0.268 0.242 0.191 0.092 1.0 0.0 120.0 0.0 0.0 0.0 
0.325 0.324 0.159 0.0 0.234 0.117 0.107 0.016 0.325 0.318 0.19 0.0 0.314 0.242 0.19 0.092 3.0 2.0 38.666666666666664 2.0 3817.333333333334 2.0 
0.322 0.321 0.127 0.0 0.231 0.116 0.094 0.016 0.324 0.316 0.174 0.0 0.313 0.242 0.17 0.092 5.0 4.0 22.6 1.75 1442.3000000000004 0.9166666666666666 
0.3 0.284 0.138 0.0 0.221 0.086 0.095 0.015 0.321 0.3 0.194 0.0 0.289 0.211 0.18 0.092 6.0 5.0 18.666666666666668 1.6 665.8666666666666 0.7999999999999999 
0.222 0.211 0.075 0.0 0.177 0.067 0.077 0.014 0.289 0.27 0.143 0.0 0.265 0.169 0.177 0.091 6.0 5.0 18.666666666666668 1.6 353.8666666666667 0.7999999999999999 
0.207 0.197 0.073 0.0 0.168 0.059 0.069 0.014 0.294 0.274 0.141 0.0 0.269 0.156 0.178 0.091 7.0 6.0 15.857142857142858 1.5 278.4761904761905 0.7 
0.231 0.217 0.071 0.0 0.208 0.065 0.066 0.062 0.311 0.289 0.139 0.0 0.296 0.137 0.175 0.15 7.0 6.0 15.857142857142858 1.5 238.47619047619048 0.7 
0.239 0.226 0.073 0.0 0.215 0.075 0.071 0.079 0.319 0.299 0.139 0.0 0.301 0.147 0.179 0.166 5.0 4.0 23.0 1.25 428.5 0.25 
0.235 0.222 0.07 0.0 0.211 0.072 0.073 0.096 0.319 0.299 0.134 0.0 0.3 0.146 0.182 0.185 3.0 2.0 39.333333333333336 1.0 817.3333333333334 0.0 
0.223 0.218 0.06 0.0 0.226 0.066 0.07 0.133 0.32 0.306 0.126 0.0 0.339 0.14 0.177 0.207 3.0 2.0 39.333333333333336 1.0 884.3333333333333 0.0 
0.213 0.207 0.131 0.0 0.212 0.13 0.056 0.131 0.316 0.301 0.163 0.0 0.34 0.239 0.149 0.207 3.0 2.0 39.333333333333336 1.0 824.3333333333333 0.0 
0.237 0.231 0.12 0.0 0.237 0.14 0.06 0.139 0.326 0.311 0.158 0.0 0.354 0.249 0.153 0.212 2.0 1.0 50.0 1.0 578.0 0.0 
0.169 0.166 0.109 0.0 0.173 0.131 0.062 0.146 0.282 0.269 0.147 0.0 0.314 0.244 0.165 0.213 2.0 1.0 40.0 1.0 98.0 0.0 
0.147 0.168 0.115 0.0 0.109 0.125 0.067 0.156 0.218 0.237 0.153 0.0 0.209 0.229 0.175 0.211 2.0 1.0 30.0 1.0 18.0 0.0 
0.158 0.179 0.13 0.0 0.122 0.166 0.091 0.235 0.216 0.233 0.174 0.0 0.229 0.266 0.231 0.28 2.0 1.0 20.0 1.0 338.0 0.0 
