0.915 0.298 0.015 0.0 0.037 0.269 0.004 0.005 0.024 0.912 0.291 0.009 0.0 0.037 0.285 0.005 0.005 0.009 0.0 15.0 0.125 1.25 0.25 0.467 
0.913 0.305 0.013 0.0 0.049 0.265 0.009 0.006 0.024 0.911 0.3 0.011 0.0 0.058 0.275 0.011 0.006 0.018 0.0 13.0 1.571 1.286 34.571 0.527 
0.924 0.302 0.01 0.0 0.094 0.215 0.007 0.003 0.02 0.915 0.296 0.01 0.0 0.115 0.248 0.009 0.004 0.017 0.0 9.0 4.2 1.3 176.4 0.678 
0.928 0.3 0.008 0.0 0.128 0.178 0.005 0.003 0.019 0.912 0.294 0.01 0.0 0.14 0.249 0.009 0.004 0.017 0.0 6.0 8.857 1.143 549.143 0.81 
0.93 0.298 0.006 0.0 0.161 0.141 0.004 0.002 0.018 0.906 0.29 0.01 0.0 0.18 0.251 0.009 0.004 0.016 0.0 2.0 27.333 0.667 2241.333 0.333 
0.929 0.298 0.005 0.0 0.181 0.12 0.004 0.002 0.018 0.901 0.29 0.011 0.0 0.186 0.262 0.01 0.005 0.017 0.0 2.0 34.0 0.667 3468.0 0.333 
0.929 0.297 0.004 0.0 0.189 0.111 0.003 0.002 0.019 0.897 0.288 0.011 0.0 0.171 0.287 0.01 0.005 0.016 0.0 0.0 120.0 0.0 0.0 0.0 
0.929 0.295 0.003 0.0 0.205 0.092 0.001 0.001 0.019 0.907 0.287 0.009 0.0 0.175 0.254 0.007 0.003 0.013 0.0 0.0 120.0 0.0 0.0 0.0 
0.925 0.296 0.003 0.0 0.228 0.069 0.001 0.002 0.023 0.911 0.281 0.006 0.0 0.223 0.2 0.007 0.005 0.013 0.0 1.0 5.0 0.5 50.0 0.5 
0.925 0.299 0.003 0.0 0.22 0.08 0.002 0.004 0.027 0.912 0.283 0.006 0.0 0.222 0.194 0.007 0.005 0.012 0.0 1.0 15.0 0.5 450.0 0.5 
0.924 0.306 0.005 0.0 0.191 0.119 0.003 0.006 0.037 0.913 0.288 0.007 0.0 0.174 0.231 0.008 0.006 0.016 0.0 1.0 25.0 0.5 1250.0 0.5 
0.921 0.314 0.008 0.0 0.146 0.172 0.005 0.009 0.049 0.912 0.289 0.007 0.0 0.137 0.258 0.009 0.007 0.015 0.0 1.0 35.0 0.5 2450.0 0.5 
0.892 0.343 0.02 0.0 0.098 0.253 0.014 0.025 0.107 0.908 0.303 0.017 0.0 0.084 0.272 0.021 0.017 0.035 0.0 1.0 45.0 0.5 4050.0 0.5 
0.9 0.331 0.019 0.0 0.082 0.257 0.013 0.018 0.081 0.91 0.298 0.015 0.0 0.07 0.277 0.018 0.014 0.029 0.0 1.0 55.0 0.5 6050.0 0.5 
0.908 0.311 0.016 0.0 0.047 0.272 0.007 0.009 0.049 0.909 0.295 0.016 0.0 0.042 0.29 0.007 0.007 0.015 0.0 0.0 120.0 0.0 0.0 0.0 
0.909 0.308 0.016 0.0 0.044 0.272 0.005 0.008 0.044 0.91 0.295 0.015 0.0 0.04 0.289 0.006 0.007 0.015 0.0 2.0 2.667 0.667 21.333 0.333 
0.911 0.3 0.01 0.0 0.023 0.282 0.004 0.004 0.024 0.91 0.293 0.01 0.0 0.024 0.292 0.005 0.005 0.009 0.0 2.0 9.333 0.667 261.333 0.333 
0.91 0.299 0.01 0.0 0.022 0.283 0.004 0.004 0.022 0.91 0.294 0.01 0.0 0.025 0.292 0.005 0.005 0.01 0.0 4.0 2.6 0.8 33.8 0.2 
0.911 0.298 0.01 0.0 0.02 0.283 0.003 0.003 0.019 0.91 0.294 0.01 0.0 0.025 0.292 0.005 0.004 0.01 1.0 5.0 0.167 0.833 0.167 0.167 
0.915 0.289 0.006 0.0 0.011 0.282 0.002 0.002 0.012 0.915 0.285 0.007 0.0 0.018 0.284 0.003 0.003 0.007 0.0 6.0 1.571 0.857 17.286 0.143 
0.916 0.285 0.004 0.0 0.004 0.282 0.001 0.001 0.009 0.917 0.282 0.003 0.0 0.004 0.282 0.002 0.002 0.005 0.0 6.0 4.429 0.857 137.286 0.143 
0.916 0.285 0.004 0.0 0.004 0.282 0.001 0.001 0.008 0.917 0.282 0.003 0.0 0.004 0.282 0.002 0.002 0.005 0.0 6.0 0.0 1.333 0.0 0.667 
0.919 0.281 0.004 0.0 0.004 0.277 0.0 0.001 0.009 0.919 0.278 0.002 0.0 0.004 0.278 0.001 0.002 0.004 0.0 8.0 0.222 1.111 0.444 0.611 
0.919 0.279 0.004 0.0 0.003 0.276 0.0 0.001 0.008 0.919 0.278 0.002 0.0 0.003 0.278 0.001 0.002 0.004 0.0 9.0 0.0 1.556 0.0 0.778 
0.92 0.279 0.004 0.0 0.003 0.276 0.0 0.002 0.008 0.919 0.278 0.002 0.0 0.003 0.278 0.001 0.002 0.004 1.0 10.0 0.091 1.364 0.091 0.855 
0.921 0.28 0.015 0.0 0.011 0.269 0.001 0.007 0.022 0.92 0.277 0.003 0.0 0.006 0.278 0.001 0.005 0.005 1.0 10.0 0.091 1.364 0.091 0.855 
0.912 0.293 0.092 0.002 0.079 0.219 0.005 0.047 0.131 0.868 0.364 0.062 0.006 0.119 0.277 0.01 0.095 0.101 1.0 10.0 0.091 1.364 0.091 0.855 
0.903 0.308 0.076 0.002 0.062 0.243 0.006 0.057 0.132 0.869 0.367 0.052 0.006 0.1 0.28 0.011 0.097 0.098 1.0 8.0 0.111 1.222 0.111 0.694 
0.908 0.298 0.084 0.004 0.063 0.235 0.011 0.057 0.133 0.867 0.327 0.088 0.015 0.132 0.31 0.024 0.088 0.109 1.0 6.0 0.143 1.286 0.143 0.905 
