0.928 0.279 0.012 0.0 0.243 0.039 0.004 0.002 0.012 0.921 0.279 0.003 0.0 0.271 0.012 0.002 0.001 0.003 0.0 20.0 0.0 3.05 0.0 5.945 
0.928 0.28 0.013 0.0 0.243 0.041 0.004 0.002 0.013 0.921 0.279 0.003 0.0 0.271 0.012 0.002 0.001 0.003 0.0 22.0 0.087 2.217 0.174 4.36 
0.927 0.281 0.011 0.0 0.243 0.04 0.004 0.002 0.015 0.921 0.279 0.002 0.0 0.271 0.012 0.002 0.001 0.003 0.0 22.0 0.435 1.957 4.348 2.771 
0.927 0.282 0.011 0.0 0.244 0.04 0.007 0.001 0.017 0.921 0.279 0.002 0.0 0.271 0.012 0.002 0.0 0.003 0.0 17.0 1.667 1.944 50.0 3.467 
0.927 0.283 0.012 0.0 0.241 0.044 0.008 0.002 0.019 0.921 0.279 0.002 0.0 0.271 0.012 0.002 0.001 0.003 0.0 17.0 0.444 1.833 3.556 2.853 
0.927 0.283 0.011 0.0 0.241 0.044 0.008 0.002 0.019 0.921 0.279 0.002 0.0 0.271 0.012 0.002 0.001 0.003 0.0 19.0 0.0 1.684 0.0 1.339 
0.913 0.267 0.116 0.001 0.071 0.216 0.068 0.013 0.163 0.867 0.323 0.12 0.008 0.111 0.304 0.079 0.031 0.133 0.0 17.0 0.5 1.778 4.5 1.712 
0.909 0.28 0.102 0.001 0.091 0.208 0.087 0.01 0.161 0.877 0.326 0.101 0.006 0.159 0.261 0.078 0.027 0.121 0.0 13.0 0.857 2.0 10.286 2.0 
0.912 0.282 0.091 0.001 0.075 0.224 0.08 0.017 0.134 0.879 0.323 0.088 0.006 0.139 0.284 0.07 0.037 0.096 0.0 12.0 0.385 2.231 1.923 2.359 
0.906 0.287 0.095 0.001 0.087 0.224 0.101 0.014 0.141 0.863 0.331 0.084 0.007 0.155 0.269 0.149 0.031 0.137 0.0 14.0 0.733 2.133 8.067 2.124 
0.901 0.289 0.096 0.001 0.101 0.215 0.123 0.011 0.155 0.853 0.338 0.086 0.007 0.167 0.254 0.175 0.029 0.162 0.0 16.0 0.118 1.941 0.235 1.684 
0.886 0.306 0.084 0.002 0.101 0.231 0.145 0.008 0.174 0.841 0.347 0.085 0.008 0.167 0.261 0.193 0.027 0.176 0.0 14.0 0.0 1.714 0.0 0.835 
0.879 0.313 0.077 0.001 0.089 0.247 0.151 0.007 0.178 0.838 0.351 0.078 0.007 0.166 0.26 0.2 0.026 0.182 0.0 14.0 0.0 1.786 0.0 1.104 
0.879 0.314 0.072 0.001 0.07 0.265 0.14 0.007 0.171 0.856 0.34 0.069 0.006 0.124 0.278 0.169 0.021 0.156 0.0 17.0 0.0 1.647 0.0 0.993 
0.929 0.276 0.001 0.0 0.032 0.244 0.002 0.0 0.002 0.922 0.273 0.0 0.0 0.062 0.267 0.001 0.0 0.001 0.0 15.0 1.25 1.438 25.0 0.796 
0.929 0.277 0.001 0.0 0.034 0.243 0.001 0.0 0.002 0.922 0.273 0.0 0.0 0.063 0.267 0.001 0.0 0.001 0.0 15.0 0.312 1.375 1.562 0.783 
0.929 0.277 0.001 0.0 0.034 0.243 0.002 0.0 0.003 0.922 0.273 0.0 0.0 0.063 0.267 0.001 0.0 0.001 0.0 11.0 0.583 1.333 4.083 0.97 
0.929 0.277 0.001 0.0 0.035 0.243 0.002 0.0 0.003 0.922 0.273 0.0 0.0 0.063 0.267 0.001 0.0 0.001 1.0 13.0 0.071 1.143 0.071 0.286 
0.929 0.277 0.001 0.0 0.034 0.242 0.002 0.0 0.003 0.922 0.273 0.0 0.0 0.063 0.267 0.001 0.0 0.001 0.0 13.0 0.786 1.0 8.643 0.154 
0.929 0.277 0.001 0.0 0.035 0.242 0.002 0.0 0.003 0.922 0.273 0.0 0.0 0.063 0.267 0.001 0.0 0.001 0.0 13.0 0.0 1.231 0.0 0.359 
0.925 0.299 0.013 0.0 0.092 0.208 0.026 0.004 0.039 0.918 0.281 0.003 0.0 0.104 0.258 0.007 0.002 0.008 0.0 15.0 0.312 1.312 1.562 0.496 
0.893 0.331 0.048 0.0 0.144 0.187 0.104 0.009 0.158 0.868 0.332 0.05 0.0 0.266 0.179 0.114 0.021 0.132 1.0 19.0 0.05 1.35 0.05 0.555 
0.91 0.321 0.043 0.0 0.158 0.159 0.059 0.015 0.118 0.888 0.326 0.039 0.0 0.253 0.164 0.06 0.028 0.09 0.0 20.0 0.619 1.333 8.048 0.533 
0.917 0.311 0.04 0.0 0.192 0.116 0.04 0.023 0.085 0.893 0.319 0.032 0.0 0.274 0.136 0.043 0.031 0.06 0.0 22.0 0.304 1.304 2.13 0.494 
0.91 0.318 0.026 0.0 0.239 0.079 0.032 0.022 0.067 0.889 0.322 0.021 0.0 0.305 0.096 0.034 0.024 0.045 0.0 20.0 0.429 1.619 3.857 1.248 
0.912 0.314 0.026 0.0 0.244 0.071 0.026 0.022 0.054 0.889 0.322 0.02 0.0 0.307 0.095 0.03 0.024 0.036 0.0 17.0 0.5 1.5 4.5 1.324 
0.907 0.316 0.026 0.0 0.262 0.055 0.026 0.023 0.055 0.888 0.323 0.019 0.0 0.31 0.087 0.03 0.025 0.036 0.0 14.0 0.6 1.467 5.4 1.552 
0.905 0.319 0.023 0.0 0.267 0.051 0.027 0.024 0.05 0.888 0.323 0.016 0.0 0.312 0.087 0.03 0.025 0.032 0.0 8.0 1.0 1.556 9.0 2.278 
0.894 0.318 0.022 0.0 0.311 0.011 0.028 0.023 0.047 0.887 0.323 0.016 0.0 0.325 0.018 0.029 0.022 0.031 0.0 6.0 1.286 1.714 11.571 2.905 
